company,person,position,source,notes,project_id,trust_level
ASIA PACIFIC RESOURCES INTERNATIONAL LTD (APRIL),Bey Soo Khiang,"Chairman, APRIL Group",https://www.aprilasia.com/en/about-us/leadership,,VCS2403,direct_website
ASIA PACIFIC RESOURCES INTERNATIONAL LTD (APRIL),Wang Bo,"President, APRIL Group",https://www.aprilasia.com/en/about-us/leadership,,VCS2403,direct_website
ASIA PACIFIC RESOURCES INTERNATIONAL LTD (APRIL),Eduward Ginting,"Chief Operations Officer, APRIL Group",https://www.aprilasia.com/en/about-us/leadership,,VCS2403,direct_website
ASIA PACIFIC RESOURCES INTERNATIONAL LTD (APRIL),Sihol Parulian Aritonang,"President Director, PT Riau Andalan Pulp and Paper",https://www.aprilasia.com/en/about-us/leadership,PT RAPP is a major APRIL operating subsidiary,VCS2403,direct_website
ASIA PACIFIC RESOURCES INTERNATIONAL LTD (APRIL),Craig Tribolet,Director of Sustainability and External Affairs at APRIL Group,https://www.aprilasia.com/en/about-us/leadership,,VCS2403,direct_website
ASIA PACIFIC RESOURCES INTERNATIONAL LTD (APRIL),Edwin Wong,Global Commercial Head of Paper Business at APRIL Group,https://www.aprilasia.com/en/about-us/leadership,,VCS2403,direct_website
ASIA PACIFIC RESOURCES INTERNATIONAL LTD (APRIL),Madhusudan Kanodia,"Head of Finance, APRIL Group",https://www.aprilasia.com/en/about-us/leadership,,VCS2403,direct_website
ASIA PACIFIC RESOURCES INTERNATIONAL LTD (APRIL),Lucita Jasmin,Contact (no title in PDD),PDD VCS2403 dated 11 Aug 2022 (Riau Ecosystem Restoration Carbon Project),From PDD 2022 — no title given in source,VCS2403,older_pdd
ASIA PACIFIC RESOURCES INTERNATIONAL LTD (APRIL),Dian Novarina,Director,Verra API doc: VCS2403 monitoring report dated 2025 (Riau Ecosystem Restoration Carbon Project),Primary Project Proponent contact on the monitoring report; likely a Director within APRIL/RAPP group,VCS2403,recent_pdd
Ata Marie Group Ltd,George Kuru,Manager of Carbon Services and IT Systems,https://www.ata-marie.com/our-team,,VCS4782,direct_website
Ata Marie Group Ltd,Alex Thorp,Manager Consulting,https://www.ata-marie.com/our-team,,VCS4782,direct_website
Ata Marie Group Ltd,Tony Wood,Manager Operations,https://www.ata-marie.com/our-team,,VCS4782,direct_website
Ata Marie Group Ltd,Dadan Setiawan,GIS & Remote Sensing Team Leader,https://www.ata-marie.com/our-team,Indonesian team,VCS4782,direct_website
Ata Marie Group Ltd,Sofyan Iskandar,Community Engagement Team Leader,https://www.ata-marie.com/our-team,Indonesian team,VCS4782,direct_website
Ata Marie Group Ltd,Dadi Ardiansyah,Forest Survey and Biodiversity Team Leader,https://www.ata-marie.com/our-team,Indonesian team,VCS4782,direct_website
Bumi Hijau Konservasi,Daniel Basuki,Managing Director,PDD VCS5845 dated 2025 (Nunukan Mangrove & Peatland Project),"From PDD 2025; user CSV has ""Bumi Hijau Konservasi"" and also ""PT Bumi Hijau Konservasi""",VCS5845,recent_pdd
C-Quest Capital Stoves Asia Limited,Ken Newcombe,Director,"PDDs VCS3327, VCS3328 dated 2022 (cookstove projects)",From PDDs 2022; Ken Newcombe is well-known founder of C-Quest Capital,VCS3327,older_pdd
CERPD Co. Ltd.,Kim Jong-bum,Representative Director (대표이사),https://www.cerpd.com/,Korean name on page: 김종범,"VCS5722, VCS5798",direct_website
ClimatePartner Impact GmbH,Robin Stoffers,Managing Director,https://climatepartnerimpact.com/about-us,,VCS4611,direct_website
ClimatePartner Impact GmbH,Nirmal Beura,Head of Project Development,https://climatepartnerimpact.com/about-us,,VCS4611,direct_website
ClimatePartner Impact GmbH,Guillaume Leclerc,Earth Observation Team Lead,https://climatepartnerimpact.com/about-us,,VCS4611,direct_website
ClimatePartner Impact GmbH,Usman Tahir,Earth Observation Manager,https://climatepartnerimpact.com/about-us,,VCS4611,direct_website
ClimatePartner Impact GmbH,Nikolas Ludwig,Portfolio Management Team Lead,https://climatepartnerimpact.com/about-us,,VCS4611,direct_website
ClimatePartner Impact GmbH,Fabio Staccone,Finance & Controlling Manager,https://climatepartnerimpact.com/about-us,,VCS4611,direct_website
ClimatePartner Impact GmbH,Paulina de los Santos,Marketing/Communications Team Lead,https://climatepartnerimpact.com/about-us,,VCS4611,direct_website
ClimatePartner Impact GmbH,Moschda Djalalyar,Partnerships and Market Development Team Lead,https://climatepartnerimpact.com/about-us,,VCS4611,direct_website
ClimatePartner Impact GmbH,Olga Dickmann,Impact Investing & Business Development Africa Team Lead,https://climatepartnerimpact.com/about-us,,VCS4611,direct_website
ClimeCo,William E. Flederbach Jr.,President & CEO,https://climeco.com/about-us/,"Co-founders also named on page: William E. Flederbach Jr., Yuda Saydun, and Markus Althausen (founded 2009). Only Flederbach has a current title listed.",VCS5545,direct_website
Ecosphere+,Lisa Walker,Contact (no title in PDD),PDD VCS1899 dated 25 Nov 2019,From PDD 2019 — no title given in source; person may no longer be at Ecosphere+,VCS1899,older_pdd
EVI Green Markets Pte. Ltd.,Jatin Kapoor,Head of Transactions,Verra API doc: VCS5620 PDD dated 2025 (Carbon Agroforestry in Cimanuk/Progo/Brantas),First leadership identified for EVI Green Markets; PDD signing role,VCS5620,recent_pdd
Fairatmos International Pte. Ltd.,Natalia Rialucky,Executive Director,PDD VCS4520 dated 2024 (Muara Teweh Conservation Project),From PDD 2024 — same person as PT Udara Untuk Semua - FAIRATMOS Founder & CEO; signing for the Singapore entity,VCS4520,recent_pdd
Forest Carbon (registered as Equator Group Pte Ltd),Jeffrey Chatellier,Chief Executive Officer,https://forestcarbon.com/about,,"VCS1899, VCS674",direct_website
Forest Carbon (registered as Equator Group Pte Ltd),Devan Wardwell,Chief Investment Officer,https://forestcarbon.com/about,,"VCS1899, VCS674",direct_website
Forest Carbon (registered as Equator Group Pte Ltd),Mary Osmond,Director of Legal & External Affairs,https://forestcarbon.com/about,,"VCS1899, VCS674",direct_website
Forest Carbon (registered as Equator Group Pte Ltd),Timothy Rann,Chief Financial Officer,https://forestcarbon.com/about,,"VCS1899, VCS674",direct_website
Forest Carbon (registered as Equator Group Pte Ltd),Tom Houston,Chairman,https://forestcarbon.com/about,,"VCS1899, VCS674",direct_website
Forest Carbon (registered as Equator Group Pte Ltd),Jeffrey Chatellier,Managing Director (per PDD 2019),PDD VCS1899 dated 25 Nov 2019,From PDD 2019 — confirmed as current CEO via forestcarbon.com/about (separate row),"VCS1899, VCS674",older_pdd
"Forward Intelligence Energy Co., Ltd.",Chi-Chong Hong,"Chairman (MD, MPH, MHSc)",PDD VCS4381 dated 2025 (West Seram REDD+ project),From PDD 2025 — academic credentials suggest medical/public-health background,VCS4381,recent_pdd
Gree Energy Limited,Nicolas Stirer,CEO and Founder,https://gree-energy.com/team/,Core Team,VCS3297,direct_website
Gree Energy Limited,Benoît Meneau,Chief Financial Officer,https://gree-energy.com/team/,Core Team,VCS3297,direct_website
Gree Energy Limited,Kritika Dhingra,Head of Operations,https://gree-energy.com/team/,Core Team,VCS3297,direct_website
Gree Energy Limited,Aryo Bimo Oetomo,Technical Manager,https://gree-energy.com/team/,Core Team,VCS3297,direct_website
Gree Energy Limited,Fahreza Hidayat,Head of Sustainability,https://gree-energy.com/team/,Core Team,VCS3297,direct_website
Gree Energy Limited,Jacques de T'serclaes,Advisory Board member; primary role: CEO of ENGIE Factory,https://gree-energy.com/team/,Advisory Board,VCS3297,direct_website
Gree Energy Limited,Olivier Duguet,"Advisory Board member; primary role: Founder, Chairman and CEO of the Blue Circle",https://gree-energy.com/team/,Advisory Board,VCS3297,direct_website
Gree Energy Limited,Nicolas de Callatay,Advisory Board member; primary role: Executive Director at JP Morgan,https://gree-energy.com/team/,Advisory Board,VCS3297,direct_website
Gree Energy Limited,Eva Armila Djauhari,Advisor,https://gree-energy.com/team/,Advisory Board,VCS3297,direct_website
Hatfield Consultants (parent of PT Hatfield Indonesia),Chris Hatfield,Founder,https://hatfieldgroup.com/about/,Founded Hatfield in 1974; parent of PT Hatfield Indonesia (in DATASET_companies.csv),,direct_website
Hutan Kencana Group (parent of PT Pagatan Usaha Makmur),Handoko Limaho,Chief Executive Officer,PDD VCS4967 dated 23 Feb 2024,Parent of PT Pagatan Usaha Makmur (which is in DATASET_companies.csv); Hutan Kencana Group is NOT in DATASET_companies.csv. Family of Dr. Limaho exited oil palm (PT AIS group) in 2021 and acquired PT PUM,VCS4967,recent_pdd
Hutan Kencana Group (parent of PT Pagatan Usaha Makmur),Rio Christiawan,Co-Founder; HR and Legal Director,PDD VCS4967 dated 23 Feb 2024 narrative bio (Section 2.4.3),"PDD bio updates earlier entry (was ""President Director"" per plumproject.id which appears to be wrong/outdated). Page lists him as ""Dr. Rio Christiawan, S.H., M.Hum., M.Kn."" Doctoral degree in Law at Parahyangan Catholic University. Lecturer at multiple Indonesian universities",VCS4967,recent_pdd
"Indacom PTE, LTD.",Guoqiang Guan,Contact (no title in PDD),PDD VCS5520 dated 2025,"From PDD 2025; user CSV variant: ""Indacom PTE, LTD.""",VCS5520,recent_pdd
InfiniteEARTH (referenced in Rimba Raya PDD; not in DATASET_companies.csv),Todd Lemons,Project Proponent contact (likely CEO),Verra API doc: VCS674 monitoring report dated 2020 (Rimba Raya Biodiversity Reserve),Todd Lemons is well-documented as Chairman/CEO of InfiniteEARTH and architect of Rimba Raya. InfiniteEARTH is not in DATASET_companies.csv; flagged in earlier Berkeley-comparison report,VCS674,older_pdd
Japan Asia Group Ltd.,Ken Tammoto,Principal Researcher,Verra API doc: VCS2395 PDD dated 2020 (OKI REDD+ Project),Japanese partner researcher on OKI REDD+; signing role,VCS2395,older_pdd
KIS Group (parent of PT KIS Biofuels Indonesia),Raghunath,Founder & CEO,https://kisgroup.net/about-us,"Page lists him as ""Mr. Raghunath""; parent of PT KIS Biofuels Indonesia (in DATASET_companies.csv)",,direct_website
KIS Group (parent of PT KIS Biofuels Indonesia),Dr. Jyothi,Director,https://kisgroup.net/about-us,"Listed as ""Dr. Jyothi"" (no surname given on page); parent of PT KIS Biofuels Indonesia",,direct_website
KIS Group (parent of PT KIS Biofuels Indonesia),Subodh Mishra,Director,https://kisgroup.net/about-us,"Page lists him as ""Mr. Subodh Mishra""; parent of PT KIS Biofuels Indonesia",,direct_website
KIS Group (parent of PT KIS Biofuels Indonesia),P. Sheshadri,COO - Chief Operating Officer - Global Technical & Operations,https://kisgroup.net/core-team/,"Page lists him as ""Mr. P.Sheshadri""",,direct_website
KIS Group (parent of PT KIS Biofuels Indonesia),Amarnath K.,GM Operational Management & Projects,https://kisgroup.net/core-team/,"Page lists him as ""Mr. Amarnath.K""",,direct_website
KIS Group (parent of PT KIS Biofuels Indonesia),Tejashwini,Head HR Global,https://kisgroup.net/core-team/,"Page lists her as ""Mrs. Tejashwini"" (no surname given)",,direct_website
Korea Indonesia Forest Center (referenced in PDD; not in DATASET_companies.csv),Moon Jongpil,Contact (no title in PDD),PDD VCS1498 dated 2016,NOT in DATASET_companies.csv; from PDD 2016,VCS1498,older_pdd
Korea-Indonesia FMU/REDD+ Project Management Unit (referenced in PDD; not in DATASET_companies.csv),Lee Seong Hwan,Contact (no title in PDD),PDD VCS1498 dated 2016,NOT in DATASET_companies.csv; Korean partner agency; from PDD 2016,VCS1498,older_pdd
Kosher Climate India Pvt. Ltd.,Vamsi Krishna,Founder & Managing Director,https://kosherclimate.com/about/,,"GS7164, GS7553",direct_website
Kosher Climate India Pvt. Ltd.,Narendra Kumar,Director - Technical,https://kosherclimate.com/about/,,"GS7164, GS7553",direct_website
Kosher Climate India Pvt. Ltd.,Anil Kumar V,Director - Origination & Partnerships,https://kosherclimate.com/about/,,"GS7164, GS7553",direct_website
Kosher Climate India Pvt. Ltd.,Nagaraju Bellapu,Director - Projects,https://kosherclimate.com/about/,,"GS7164, GS7553",direct_website
Kosher Climate India Pvt. Ltd.,Vidya K,Head - Environmental Commodities,https://kosherclimate.com/about/,,"GS7164, GS7553",direct_website
Kosher Climate India Pvt. Ltd.,Arun Prakash,Head - Carbon & Sustainability,https://kosherclimate.com/about/,,"GS7164, GS7553",direct_website
Kosher Climate India Pvt. Ltd.,Shuvankar Ghosh,Head - GIS,https://kosherclimate.com/about/,"Page lists him as ""Dr. Shuvankar Ghosh""","GS7164, GS7553",direct_website
Kosher Climate India Pvt. Ltd.,Toan Tran,Country Head - Vietnam,https://kosherclimate.com/about/,,"GS7164, GS7553",direct_website
"KPHP Tasik Besar Serkap, Riau Province-Indonesia",Apidian Suherdiata,"Head Section of Forest Planning, Utilization, and Use",PDD VCS1498 dated 2016 (Kampar Peninsula REDD+),From PDD 2016,VCS1498,older_pdd
Lembaga Pengelola Hutan Desa (LPHD) Batampang,Samitro,Chairman,PDD VCS5799 dated 2025 (Gerbang Barito REDD+),From PDD 2025 — village forest management institute chair,VCS5799,recent_pdd
Lembaga Pengelola Hutan Desa (LPHD) Batilap,Jumani,Chairman,PDD VCS5799 dated 2025,From PDD 2025,VCS5799,recent_pdd
Livelihoods Fund SICAV SUF,Stéphane Perrier,Contact (no title in PDD),PDD/Monitoring Report VCS1493 (Livelihoods Fund / Yagasu) 2019,"From PDD/MR 2019; page lists him as ""Mr. Stéphane Perrier""",VCS1493,older_pdd
Livelihoods Fund SICAV SUF,Stéphane Perrier,Director (signed VCS Issuance Representation),VCS Issuance Representation for VCS1493 (Livelihoods Fund / Yagasu Aceh),"Signing director per representation deed; updates earlier PDD-derived row to ""Director"" (signed deed) from ""Contact""",VCS1493,other
LPHD Ambarawa,Ismail,Head,PDD VCS5834 dated 2025,From PDD 2025,VCS5834,recent_pdd
LPHD Ambawang,Heronimus Hero,Head,PDD VCS5834 dated 2025,From PDD 2025,VCS5834,recent_pdd
LPHD Batu Ampar,Hermansyah,Head,PDD VCS5834 dated 2025,From PDD 2025,VCS5834,recent_pdd
LPHD Betuah,Saudit,Head,PDD VCS5834 dated 2025,From PDD 2025,VCS5834,recent_pdd
LPHD Dabong,Ridwanto,Head,PDD VCS5834 dated 2025,From PDD 2025,VCS5834,recent_pdd
LPHD Dusun Besar,Nurdin,Head,PDD VCS5834 dated 2025,From PDD 2025,VCS5834,recent_pdd
LPHD Kemboja,Juno Ardi,Head,PDD VCS5834 dated 2025,From PDD 2025,VCS5834,recent_pdd
LPHD Kubu,Ade Bagus Arjunawan,Head,PDD VCS5834 dated 2025,From PDD 2025,VCS5834,recent_pdd
LPHD Medan Mas,Rusdianto,Head,PDD VCS5834 dated 2025,From PDD 2025,VCS5834,recent_pdd
LPHD Mengkalang,Rudi Sahat,Head,PDD VCS5834 dated 2025,From PDD 2025,VCS5834,recent_pdd
LPHD Nipah Panjang,Toni,Head,PDD VCS5834 dated 2025,From PDD 2025,VCS5834,recent_pdd
LPHD Padang Tikar Satu,Hartono,Head,PDD VCS5834 dated 2025,From PDD 2025,VCS5834,recent_pdd
LPHD Satai Lestari,Abdul Syukur,Head,PDD VCS5834 dated 2025,From PDD 2025,VCS5834,recent_pdd
LPHD Setuat Dua,Muhlas,Head,PDD VCS5834 dated 2025,"From PDD 2025; PDD spells village as ""Seruat Dua""",VCS5834,recent_pdd
LPHD Sungai Bemban,Angger,Head,PDD VCS5834 dated 2025,From PDD 2025 — first name only on PDD,VCS5834,recent_pdd
LPHD Sungai Besar,Mulyadi,Head,PDD VCS5834 dated 2025,From PDD 2025,VCS5834,recent_pdd
LPHD Sungai Jawi,Abu Bakar,Head,PDD VCS5834 dated 2025,From PDD 2025,VCS5834,recent_pdd
LPHD Tanjung Beringin,Sudin,Head,PDD VCS5834 dated 2025,From PDD 2025,VCS5834,recent_pdd
LPHD Tanjung Harapan,Sahda,Head,PDD VCS5834 dated 2025,From PDD 2025,VCS5834,recent_pdd
LPHD Tanjung Satai,Hidayat,Head,PDD VCS5834 dated 2025,From PDD 2025,VCS5834,recent_pdd
LPHD Tasik Malaya,Ya'kub,Head,PDD VCS5834 dated 2025,From PDD 2025,VCS5834,recent_pdd
LPHD Teluk Bakung,Natasius,Head,PDD VCS5834 dated 2025,From PDD 2025,VCS5834,recent_pdd
LPHD Teluk Nibung,Mahyudin,Head,PDD VCS5834 dated 2025,From PDD 2025,VCS5834,recent_pdd
Monsoon Carbon Pte. Ltd.,Angus McEwin,Managing Director,Verra API doc: VCS5292 PDD dated 2024 (Monsoon Methane Avoidance project),First leadership identified for Monsoon Carbon Pte Ltd; PDD signing officer,VCS5292,recent_pdd
Nazava (parent of PT Holland For Water),Lieselotte Heederik,Co-Founder & Director,https://global.nazava.com/about-us/,Parent of PT Holland For Water (Navaza) (in DATASET_companies.csv),,direct_website
Nazava (parent of PT Holland For Water),Guido van Hofwegen,Co-Founder & Director,https://global.nazava.com/about-us/,Parent of PT Holland For Water (Navaza) (in DATASET_companies.csv),,direct_website
Nusantara Climate Initiative Indonesia,Barakalla Robyn,Chief Sustainability Officer (Primary Contact),PDD VCS5475 dated 2025 (KUBURAYA Mangrove project),From PDD 2025,VCS5475,recent_pdd
Nusantara Climate Initiative Indonesia,Clarissa Rusli,VP of Climate Strategy,PDD VCS5475 dated 2025 (KUBURAYA Mangrove project),From PDD 2025; Table 37 Management Team. Previously COO of furniture retail/distribution co; sister relationship with Halim Rusli (Director of Kandelia Alam) not confirmed but family name suggests possible link,VCS5475,recent_pdd
Nusantara Climate Initiative Indonesia,Chandra Irawadi Wijaya,Division Head of Impact & Compliance,PDD VCS5475 dated 2025,From PDD 2025; 18+ years NGO experience,VCS5475,recent_pdd
Permian Global (referenced in Katingan PDD; not in DATASET_companies.csv),Nick Brickle,Asia Director,PDD VCS1477 dated May 2016,"Permian Global is NOT in DATASET_companies.csv but heavily involved in Katingan as carbon advisor; page lists him as ""Dr. Nick Brickle""; from PDD 2016",VCS1477,older_pdd
PT Agrinergy Indonesia,Made Hariyantha,Managing Director (as of 2018),Verra API doc: VCS1778 monitoring report dated 2018,From 2018 monitoring report; person may have moved on,VCS1778,older_pdd
PT Asia Pasifik Asset Percayaan,Riyan Kumiawan,Director,PDD VCS4381 dated 2025,"From PDD 2025; verify spelling — could be ""Kurniawan""",VCS4381,recent_pdd
PT Belantara Sejahtera Mandiri,Irvan Nurmansyah,Forest Restoration & Conservation Sub-Department Head,PDD VCS5834 dated 2025 (Delta Kapuas Project),From PDD 2025; mid-level role — directors not listed in PDD,VCS5834,recent_pdd
PT Bintang Lima Makmur,Suryadi,Director,PDD VCS5524 dated 2025,From PDD 2025,VCS5524,recent_pdd
PT Charged Tech Indonesia,Stephanus Widi,Chief Commercial Officer,https://en.prnasia.com/releases/apac/declout-ventures-leads-us-4-5-million-investment-in-e-mobility-technology-scale-up-charged-indonesia-373816.shtml,Verified via PR Newswire press release; Charged Indonesia operates as PT Industri Charged Mobilitas/Charged Tech Indonesia,VCS5930,direct_website
PT Charged Tech Indonesia,Joel CY Chang,Group CEO and Co-Founder (parent Charged Asia),"Multiple secondary sources (Crunchbase, Dealroom, Vmoto press release)","Cited as Group CEO of parent Charged Asia, which owns the Indonesian entity; not directly verified on charged.co.id (403 forbidden)",VCS5930,other
PT Charged Tech Indonesia,Ian Paratama Ahadi,Chief of Staff,Verra API doc: VCS5930 PDD dated 2026 (Charged EV Project in Indonesia),Indonesia-specific executive at Charged Tech (distinct from Joel CY Chang Group CEO and Stephanus Widi CCO listed via other sources),VCS5930,recent_pdd
PT Dewa Agricoco Indonesia,Steven Lim,Project Proponent contact (no specific title given in PDD),Verra API doc: VCS4611 PDD dated 2023 (Halmahera Zero-Waste Project),PDD listed his name with project description in title field — extraction artifact; specific role unclear from PDD,VCS4611,older_pdd
PT Gaia Eko Daya Buana,Martin Hardiono,President Commissioner,https://gaia.id/about-us/,,"VCS4967, VCS5283",direct_website
PT Gaia Eko Daya Buana,Iis Sabahudin,Commissioner,https://gaia.id/about-us/,,"VCS4967, VCS5283",direct_website
PT Gaia Eko Daya Buana,Andjar Rafiastanto,CEO,https://gaia.id/about-us/,,"VCS4967, VCS5283",direct_website
PT Gaia Eko Daya Buana,Joseph Hutabarat,Chief Business Development Officer,https://gaia.id/about-us/,,"VCS4967, VCS5283",direct_website
PT Gaia Eko Daya Buana,Erlangga Muhammad,Key Personnel (Carbon Project Development; ISO14064-certified),PDD VCS5283 dated 2024 (Table 2-18),From PDD 2024; PT Gaia consultant,"VCS4967, VCS5283",recent_pdd
PT Gaia Eko Daya Buana,Kevin Husein,Key Personnel (Carbon Project Development VCS / Gold Standard),PDD VCS5283 dated 2024,From PDD 2024,"VCS4967, VCS5283",recent_pdd
PT Gaia Eko Daya Buana,Syarifudin,"Key Personnel (Social, ESG, FPIC; ISO14064-certified)",PDD VCS5283 dated 2024,From PDD 2024,"VCS4967, VCS5283",recent_pdd
PT Gaia Eko Daya Buana,Fajar Kaprawi,Key Personnel (Biodiversity & Forestry Assessment),PDD VCS5283 dated 2024,From PDD 2024,"VCS4967, VCS5283",recent_pdd
PT Global Alam Lestari,Riza Suarga,President Director,PDD VCS1899 dated 25 Nov 2019 (Sumatra Merang Peatland Project),"From PDD Nov 2019 — page lists him as ""Dr. Riza Suarga""; person may no longer hold this role",VCS1899,older_pdd
PT Gree Energy Hamparan,Hairol Azizi Tajudin,Director (as of 2024),Verra API doc: VCS3297 monitoring report dated 2024 (Hamparan biogas project),Director of the Indonesian operating entity (separate from Gree Energy Limited parent founders/CEO),VCS3297,recent_pdd
PT Green Ekonomi Sejahtera,Frans Erdy Resikahil,Director,PDD VCS5524 dated 2025,From PDD 2025,VCS5524,recent_pdd
PT Hamparan Eco Semesta,Helda Yanti,Contact (no title in PDD),PDD VCS4782 dated 2023,From PDD 2023,VCS4782,older_pdd
PT Indo Hutan Ekosistem,Jonathan Han,Chief Executive Officer,PDD VCS5736 dated 2023 (Kapuas Pisau Conservation),"From PDD 2023; user CSV variant lacks period in ""PT Indo Hutan Ekosistem""",VCS5736,older_pdd
PT Indonesia Power,Bernadus Sudarmanta,Direktur Utama (Acting / Plt President Director),https://www.plnindonesiapower.co.id/our-profile,Acting President Director as of June 2025 (replacing Edwin Nugraha Putra who moved to PT PLN Persero); concurrently Director of Business Development and Commerce,VCS144,direct_website
PT Indonesia Power,Endang Astharanti,Direktur Pengembangan Bisnis dan Niaga (Director of Business Development and Commerce),https://www.plnindonesiapower.co.id/our-profile,,VCS144,direct_website
PT Indonesia Power,Julita Indah,Direktur Manajemen Human Capital & Administrasi (Director HR & Administration),https://www.plnindonesiapower.co.id/our-profile,,VCS144,direct_website
PT Indonesia Power,Ridho Hutomo,Direktur Keuangan dan Manajemen Risiko (Director Finance and Risk Management),https://www.plnindonesiapower.co.id/our-profile,,VCS144,direct_website
PT Indonesia Power,Purnomo,Direktur Operasi Pembangkit Gas (Director Gas Generation Operations),https://www.plnindonesiapower.co.id/our-profile,,VCS144,direct_website
PT Indonesia Power,M. Hanafi Nur Rifai,Direktur Operasi Pembangkit Batu Bara (Director Coal Generation Operations),https://www.plnindonesiapower.co.id/our-profile,,VCS144,direct_website
PT Indonesia Power,Arief Budiman,President Commissioner concurrently Independent Commissioner,https://www.plnindonesiapower.co.id/our-profile,,VCS144,direct_website
PT Indonesia Power,Iggi H. Achsien,Commissioner,https://www.plnindonesiapower.co.id/our-profile,,VCS144,direct_website
PT Indonesia Power,Ardinanda Sinulingga,Komisaris (Commissioner),https://www.plnindonesiapower.co.id/our-profile,,VCS144,direct_website
PT Indonesia Power,Anthony Leong,Komisaris Independen (Independent Commissioner),https://www.plnindonesiapower.co.id/our-profile,,VCS144,direct_website
PT Indonesia Power,Bin Nahadi,Commissioner,https://www.plnindonesiapower.co.id/our-profile,,VCS144,direct_website
PT Indonesia Power,Arrmanatha Christiawan Nasir,Komisaris (Commissioner),https://www.plnindonesiapower.co.id/our-profile,,VCS144,direct_website
