VCS144,"Capacity Upgrade of Gunung Salak Geothermal Power Plant Project, Indonesia",PT Indonesia Power,Endang Astharanti,Direktur Pengembangan Bisnis dan Niaga (Director of Business Development and Commerce),https://www.plnindonesiapower.co.id/our-profile,,,direct_website,
VCS144,"Capacity Upgrade of Gunung Salak Geothermal Power Plant Project, Indonesia",PT Indonesia Power,Julita Indah,Direktur Manajemen Human Capital & Administrasi (Director HR & Administration),https://www.plnindonesiapower.co.id/our-profile,,,direct_website,
VCS144,"Capacity Upgrade of Gunung Salak Geothermal Power Plant Project, Indonesia",PT Indonesia Power,Ridho Hutomo,Direktur Keuangan dan Manajemen Risiko (Director Finance and Risk Management),https://www.plnindonesiapower.co.id/our-profile,,,direct_website,
VCS144,"Capacity Upgrade of Gunung Salak Geothermal Power Plant Project, Indonesia",PT Indonesia Power,Purnomo,Direktur Operasi Pembangkit Gas (Director Gas Generation Operations),https://www.plnindonesiapower.co.id/our-profile,,,direct_website,
VCS144,"Capacity Upgrade of Gunung Salak Geothermal Power Plant Project, Indonesia",PT Indonesia Power,M. Hanafi Nur Rifai,Direktur Operasi Pembangkit Batu Bara (Director Coal Generation Operations),https://www.plnindonesiapower.co.id/our-profile,,,direct_website,
VCS144,"Capacity Upgrade of Gunung Salak Geothermal Power Plant Project, Indonesia",PT Indonesia Power,Arief Budiman,President Commissioner concurrently Independent Commissioner,https://www.plnindonesiapower.co.id/our-profile,,,direct_website,
VCS144,"Capacity Upgrade of Gunung Salak Geothermal Power Plant Project, Indonesia",PT Indonesia Power,Iggi H. Achsien,Commissioner,https://www.plnindonesiapower.co.id/our-profile,,,direct_website,
VCS144,"Capacity Upgrade of Gunung Salak Geothermal Power Plant Project, Indonesia",PT Indonesia Power,Ardinanda Sinulingga,Komisaris (Commissioner),https://www.plnindonesiapower.co.id/our-profile,,,direct_website,
VCS144,"Capacity Upgrade of Gunung Salak Geothermal Power Plant Project, Indonesia",PT Indonesia Power,Anthony Leong,Komisaris Independen (Independent Commissioner),https://www.plnindonesiapower.co.id/our-profile,,,direct_website,
VCS144,"Capacity Upgrade of Gunung Salak Geothermal Power Plant Project, Indonesia",PT Indonesia Power,Bin Nahadi,Commissioner,https://www.plnindonesiapower.co.id/our-profile,,,direct_website,
VCS144,"Capacity Upgrade of Gunung Salak Geothermal Power Plant Project, Indonesia",PT Indonesia Power,Arrmanatha Christiawan Nasir,Komisaris (Commissioner),https://www.plnindonesiapower.co.id/our-profile,,,direct_website,
VCS144,"Capacity Upgrade of Gunung Salak Geothermal Power Plant Project, Indonesia",PT Indonesia Power,Eri Prabowo,Director of Operation I (as of 2017),Verra API doc: VCS144 PDD dated 2017 (Gunung Salak Geothermal),"Historical (2017) — current Indonesia Power BOD listed separately. Surname ""Prabowo"" is a common Indonesian given name; no known connection to President Prabowo Subianto confirmed",,older_pdd,
"VCS144, VCS486, VCS4967",,Syngenera Pte. Ltd,Aidan Prawira,Business Analyst (Hutan Synergy),https://www.hutansynergy.com/about/team,"Prior: South Pole — cross-links to South Pole-developed projects (VCS486-488, VCS144)",,direct_website,
"VCS144, VCS688",,Star Energy Geothermal (parent of Salak/Wayang Windu subsidiaries),Hendra Soetjipto Tan,Director – Chairman,https://www.starenergygeothermal.co.id/our-story/board-of-directors/,Group CEO of Star Energy Geothermal; Holds VCS144 (Gunung Salak) and VCS688 (Wayang Windu) via subsidiaries,,direct_website,
"VCS144, VCS688",,Star Energy Geothermal (parent of Salak/Wayang Windu subsidiaries),Rudy Suparman,Director,https://www.starenergygeothermal.co.id/our-story/board-of-directors/,Star Energy founder; previously President Director; Holds VCS144 (Gunung Salak) and VCS688 (Wayang Windu) via subsidiaries,,direct_website,
"VCS144, VCS688",,Star Energy Geothermal (parent of Salak/Wayang Windu subsidiaries),Agus Salim Pangestu,Director,https://www.starenergygeothermal.co.id/our-story/board-of-directors/,Pangestu family / Barito Pacific Group connection; Holds VCS144 (Gunung Salak) and VCS688 (Wayang Windu) via subsidiaries,,direct_website,
"VCS144, VCS688",,Star Energy Geothermal (parent of Salak/Wayang Windu subsidiaries),Tan Ek Kia,Director,https://www.starenergygeothermal.co.id/our-story/board-of-directors/,Holds VCS144 (Gunung Salak) and VCS688 (Wayang Windu) via subsidiaries,,direct_website,
"VCS144, VCS688",,Star Energy Geothermal (parent of Salak/Wayang Windu subsidiaries),Erwin Ciputra,Director,https://www.starenergygeothermal.co.id/our-story/board-of-directors/,Ciputra family connection; Holds VCS144 (Gunung Salak) and VCS688 (Wayang Windu) via subsidiaries,,direct_website,
"VCS144, VCS688",,Star Energy Geothermal (parent of Salak/Wayang Windu subsidiaries),Patrice Rene Clausse,Director,https://www.starenergygeothermal.co.id/our-story/board-of-directors/,Holds VCS144 (Gunung Salak) and VCS688 (Wayang Windu) via subsidiaries,,direct_website,
"VCS144, VCS688",,Star Energy Geothermal (parent of Salak/Wayang Windu subsidiaries),Shinichiro Suzuki,Director,https://www.starenergygeothermal.co.id/our-story/board-of-directors/,Holds VCS144 (Gunung Salak) and VCS688 (Wayang Windu) via subsidiaries,,direct_website,
"VCS144, VCS688",,Star Energy Geothermal (parent of Salak/Wayang Windu subsidiaries),Thawat Hirancharukorn,Director,https://www.starenergygeothermal.co.id/our-story/board-of-directors/,Holds VCS144 (Gunung Salak) and VCS688 (Wayang Windu) via subsidiaries,,direct_website,
"VCS144, VCS688",,Star Energy Geothermal (parent of Salak/Wayang Windu subsidiaries),Nancy Prajogo Pangestu Tabardel,Director,https://www.starenergygeothermal.co.id/our-story/board-of-directors/,Prajogo Pangestu family connection (Barito Pacific); Holds VCS144 (Gunung Salak) and VCS688 (Wayang Windu) via subsidiaries,,direct_website,
VCS1477,Katingan Peatland Restoration and Conservation Project,Permian Global (referenced in Katingan PDD; not in DATASET_companies.csv),Nick Brickle,Asia Director,PDD VCS1477 dated May 2016,"Permian Global is NOT in DATASET_companies.csv but heavily involved in Katingan as carbon advisor; page lists him as ""Dr. Nick Brickle""; from PDD 2016",,older_pdd,
VCS1477,Katingan Peatland Restoration and Conservation Project,Permian Global (referenced in Katingan PDD; not in DATASET_companies.csv),Juan Chang,Head of Technical Operations,Verra API doc: VCS1477 Monitoring Report dated 2025 (Katingan),From MR 2025; London-based; updates earlier Nick Brickle entry which was from 2016 PDD,,recent_pdd,
VCS1477,Katingan Peatland Restoration and Conservation Project,PT. Rimba Makmur Utama,Dharsono Hartono,Director / Chief Executive Officer,PDD VCS1477 dated May 2016 (Katingan Peatland Restoration and Conservation Project),From PDD 2016 — person may no longer hold this role; cross-checked: still listed as CEO in industry references,,older_pdd,
VCS1477,Katingan Peatland Restoration and Conservation Project,PT. Rimba Makmur Utama,Rezal Kusumaatmadja,Chief Operating Officer,PDD VCS1477 dated May 2016 (Katingan Peatland Restoration and Conservation Project),From PDD 2016 — person may no longer hold this role,,older_pdd,
VCS1477,Katingan Peatland Restoration and Conservation Project,Wetlands International (referenced in Katingan PDD; not in DATASET_companies.csv),I Nyoman Suryadiputra,"Director Indonesia Programme, Wetlands International","PDD VCS1477 dated May 2016 (Katingan PDD, partner organization)",Wetlands International is NOT in DATASET_companies.csv; included as PDD-derived partner; from PDD 2016,,older_pdd,
VCS1477,Katingan Peatland Restoration and Conservation Project,Yayasan Puter Indonesia (referenced in Katingan PDD; not in DATASET_companies.csv),Yekti Wahyuni,Executive Director,PDD VCS1477 dated May 2016,Yayasan Puter Indonesia is NOT in DATASET_companies.csv; from PDD 2016,,older_pdd,
VCS1493,"Mangrove restoration and coastal greenbelt protection in the East coast of Aceh and North Sumatra Province, Indonesia",Livelihoods Fund SICAV SUF,Stéphane Perrier,Contact (no title in PDD),PDD/Monitoring Report VCS1493 (Livelihoods Fund / Yagasu) 2019,"From PDD/MR 2019; page lists him as ""Mr. Stéphane Perrier""",,older_pdd,
VCS1493,"Mangrove restoration and coastal greenbelt protection in the East coast of Aceh and North Sumatra Province, Indonesia",Livelihoods Fund SICAV SUF,Stéphane Perrier,Director (signed VCS Issuance Representation),VCS Issuance Representation for VCS1493 (Livelihoods Fund / Yagasu Aceh),"Signing director per representation deed; updates earlier PDD-derived row to ""Director"" (signed deed) from ""Contact""",,other,
VCS1493,"Mangrove restoration and coastal greenbelt protection in the East coast of Aceh and North Sumatra Province, Indonesia",UNIQUE forestry and land use GmbH,Johannes Wölcke,Managing Director,https://www.unique-landuse.de/en/about-us/,PhD Agricultural Economics; 10 years at World Bank as Senior Economist; 2 years at GIZ as Program Manager,,direct_website,
VCS1493,"Mangrove restoration and coastal greenbelt protection in the East coast of Aceh and North Sumatra Province, Indonesia",UNIQUE forestry and land use GmbH,Timm Tennigkeit,Managing Director,https://www.unique-landuse.de/en/about-us/,PhD; Graduate Forestry Economist; expert in climate & land use investment,,direct_website,
VCS1493,"Mangrove restoration and coastal greenbelt protection in the East coast of Aceh and North Sumatra Province, Indonesia",UNIQUE forestry and land use GmbH,Till Pistorius,Head of Climate Department,https://www.unique-landuse.de/en/about-us/,PhD; internationally renowned expert in climate and biodiversity policy,,direct_website,
VCS1493,"Mangrove restoration and coastal greenbelt protection in the East coast of Aceh and North Sumatra Province, Indonesia",UNIQUE forestry and land use GmbH,Janne Antikainen,Head of Forestry Department,https://www.unique-landuse.de/en/about-us/,MSc Forest Resource and Environmental Economics,,direct_website,
VCS1493,"Mangrove restoration and coastal greenbelt protection in the East coast of Aceh and North Sumatra Province, Indonesia",UNIQUE forestry and land use GmbH,Thomas Asbeck,Forestry Department,https://www.unique-landuse.de/en/about-us/,PhD in Conservation and Forest Use,,direct_website,
VCS1493,"Mangrove restoration and coastal greenbelt protection in the East coast of Aceh and North Sumatra Province, Indonesia",UNIQUE forestry and land use GmbH,Signe Nelgen,Head of Agriculture and Rural Development,https://www.unique-landuse.de/en/about-us/,PhD Agricultural Economics,,direct_website,
VCS1493,"Mangrove restoration and coastal greenbelt protection in the East coast of Aceh and North Sumatra Province, Indonesia",UNIQUE forestry and land use GmbH,Johannes Mössinger,Head of Digital Solutions,https://www.unique-landuse.de/en/about-us/,"PhD, MSc Agricultural Economics",,direct_website,
VCS1493,"Mangrove restoration and coastal greenbelt protection in the East coast of Aceh and North Sumatra Province, Indonesia",UNIQUE forestry and land use GmbH,Matthias Seebauer,Head of Monitoring and MRV,https://www.unique-landuse.de/en/about-us/,Diplom-Forstwirt; leading international MRV expert,,direct_website,
VCS1493,"Mangrove restoration and coastal greenbelt protection in the East coast of Aceh and North Sumatra Province, Indonesia",Yagasu Aceh,Bambang Suprayogi,Contact (no title in PDD),PDD/Monitoring Report VCS1493 dated 2019,From PDD 2019,,older_pdd,
VCS1498,Preserving Peat Swamp Forest Ecosystem Through Redd+ Activity In Kampar Peninsula Riau-Indonesia,Korea Indonesia Forest Center (referenced in PDD; not in DATASET_companies.csv),Moon Jongpil,Contact (no title in PDD),PDD VCS1498 dated 2016,NOT in DATASET_companies.csv; from PDD 2016,,older_pdd,
VCS1498,Preserving Peat Swamp Forest Ecosystem Through Redd+ Activity In Kampar Peninsula Riau-Indonesia,Korea-Indonesia FMU/REDD+ Project Management Unit (referenced in PDD; not in DATASET_companies.csv),Lee Seong Hwan,Contact (no title in PDD),PDD VCS1498 dated 2016,NOT in DATASET_companies.csv; Korean partner agency; from PDD 2016,,older_pdd,
VCS1498,Preserving Peat Swamp Forest Ecosystem Through Redd+ Activity In Kampar Peninsula Riau-Indonesia,"KPHP Tasik Besar Serkap, Riau Province-Indonesia",Apidian Suherdiata,"Head Section of Forest Planning, Utilization, and Use",PDD VCS1498 dated 2016 (Kampar Peninsula REDD+),From PDD 2016,,older_pdd,
VCS1899,Sumatra Merang Peatland Project (SMPP),Althelia Climate Fund,Adam Gibbon,Contact (no title in PDD),PDD VCS1899 dated 25 Nov 2019,From PDD 2019 — no title given in source; person may no longer be at Althelia,,older_pdd,
VCS1899,Sumatra Merang Peatland Project (SMPP),Ecosphere+,Lisa Walker,Contact (no title in PDD),PDD VCS1899 dated 25 Nov 2019,From PDD 2019 — no title given in source; person may no longer be at Ecosphere+,,older_pdd,
VCS1899,Sumatra Merang Peatland Project (SMPP),PT Global Alam Lestari,Riza Suarga,President Director,PDD VCS1899 dated 25 Nov 2019 (Sumatra Merang Peatland Project),"From PDD Nov 2019 — page lists him as ""Dr. Riza Suarga""; person may no longer hold this role",,older_pdd,
"VCS1899, VCS5475",,Agraus Resources,Riza Suarga,Director,Verra API doc: VCS5475 Monitoring Report dated 2025,"From MR 2025; page lists him as ""Dr. Riza Suarga""; SAME PERSON who is President Director of PT Global Alam Lestari (VCS1899) — Jakarta-based equity investor",,recent_pdd,
"VCS1899, VCS5475",,Agraus Resources,Riza Suarga,Founder & Chairman,https://agrausresources.com/our-team/,PhD Resource Management/Anthropology (Univ. of Indonesia); BS Ohio University; MS Trisakti. Former Chairman of the Carbon Team at APHI (Asosiasi Pengusaha Hutan Indonesia / Indonesian Forest Concessionaires Association) — industry-association → industry capture flag. Also appears at PT Global Alam Lestari (VCS1899),,direct_website,
"VCS1899, VCS674",,Forest Carbon (registered as Equator Group Pte Ltd),Jeffrey Chatellier,Chief Executive Officer,https://forestcarbon.com/about,,,direct_website,
"VCS1899, VCS674",,Forest Carbon (registered as Equator Group Pte Ltd),Devan Wardwell,Chief Investment Officer,https://forestcarbon.com/about,,,direct_website,
"VCS1899, VCS674",,Forest Carbon (registered as Equator Group Pte Ltd),Mary Osmond,Director of Legal & External Affairs,https://forestcarbon.com/about,,,direct_website,
"VCS1899, VCS674",,Forest Carbon (registered as Equator Group Pte Ltd),Timothy Rann,Chief Financial Officer,https://forestcarbon.com/about,,,direct_website,
"VCS1899, VCS674",,Forest Carbon (registered as Equator Group Pte Ltd),Tom Houston,Chairman,https://forestcarbon.com/about,,,direct_website,
"VCS1899, VCS674",,Forest Carbon (registered as Equator Group Pte Ltd),Jeffrey Chatellier,Managing Director (per PDD 2019),PDD VCS1899 dated 25 Nov 2019,From PDD 2019 — confirmed as current CEO via forestcarbon.com/about (separate row),,older_pdd,
VCS2403,Riau Ecosystem Restoration Carbon Project,ASIA PACIFIC RESOURCES INTERNATIONAL LTD (APRIL),Bey Soo Khiang,"Chairman, APRIL Group",https://www.aprilasia.com/en/about-us/leadership,,,direct_website,
VCS2403,Riau Ecosystem Restoration Carbon Project,ASIA PACIFIC RESOURCES INTERNATIONAL LTD (APRIL),Wang Bo,"President, APRIL Group",https://www.aprilasia.com/en/about-us/leadership,,,direct_website,
VCS2403,Riau Ecosystem Restoration Carbon Project,ASIA PACIFIC RESOURCES INTERNATIONAL LTD (APRIL),Eduward Ginting,"Chief Operations Officer, APRIL Group",https://www.aprilasia.com/en/about-us/leadership,,,direct_website,
VCS2403,Riau Ecosystem Restoration Carbon Project,ASIA PACIFIC RESOURCES INTERNATIONAL LTD (APRIL),Sihol Parulian Aritonang,"President Director, PT Riau Andalan Pulp and Paper",https://www.aprilasia.com/en/about-us/leadership,PT RAPP is a major APRIL operating subsidiary,,direct_website,
VCS2403,Riau Ecosystem Restoration Carbon Project,ASIA PACIFIC RESOURCES INTERNATIONAL LTD (APRIL),Craig Tribolet,Director of Sustainability and External Affairs at APRIL Group,https://www.aprilasia.com/en/about-us/leadership,,,direct_website,
VCS2403,Riau Ecosystem Restoration Carbon Project,ASIA PACIFIC RESOURCES INTERNATIONAL LTD (APRIL),Edwin Wong,Global Commercial Head of Paper Business at APRIL Group,https://www.aprilasia.com/en/about-us/leadership,,,direct_website,
VCS2403,Riau Ecosystem Restoration Carbon Project,ASIA PACIFIC RESOURCES INTERNATIONAL LTD (APRIL),Madhusudan Kanodia,"Head of Finance, APRIL Group",https://www.aprilasia.com/en/about-us/leadership,,,direct_website,
VCS2403,Riau Ecosystem Restoration Carbon Project,ASIA PACIFIC RESOURCES INTERNATIONAL LTD (APRIL),Lucita Jasmin,Contact (no title in PDD),PDD VCS2403 dated 11 Aug 2022 (Riau Ecosystem Restoration Carbon Project),From PDD 2022 — no title given in source,,older_pdd,
VCS2403,Riau Ecosystem Restoration Carbon Project,ASIA PACIFIC RESOURCES INTERNATIONAL LTD (APRIL),Dian Novarina,Director,Verra API doc: VCS2403 monitoring report dated 2025 (Riau Ecosystem Restoration Carbon Project),Primary Project Proponent contact on the monitoring report; likely a Director within APRIL/RAPP group,,recent_pdd,
VCS2403,Riau Ecosystem Restoration Carbon Project,ASIA PACIFIC RESOURCES INTERNATIONAL LTD (APRIL),Bey Soo Khiang,"Chairman, APRIL Group; Vice Chairman, RGE Group of Companies; Chairman, RER Advisory Board",https://www.rekoforest.org/programme/who-we-are/ + https://www.aprilasia.com/en/about-us/leadership,Cross-confirmation: APRIL chairman is also vice-chairman of RGE (Royal Golden Eagle / Sukanto Tanoto). VCS2403 therefore rolls up to the Tanoto conglomerate — important political-economy fact,,direct_website,
VCS2403,Riau Ecosystem Restoration Carbon Project,Himpanzee Pte Ltd,Dorjee Sun,Co-founder / CEO,PDD VCS2403 dated 2025 + https://www.himpanzee.com/team,"PDD 2025 lists him as CEO; himpanzee.com/team lists him as Co-founder. Well-known carbon entrepreneur; also CEO of Bioeconomy + co-founder of AirCarbon Exchange (ACX); subject of Hugh Jackman documentary ""The Burning Season""",,recent_pdd,
VCS2403,Riau Ecosystem Restoration Carbon Project,Himpanzee Pte Ltd,Mark Harding,Co-Founder & Head of Projects,https://www.himpanzee.com/team,Previously at Carbon Conservation with Dorjee Sun,,direct_website,
VCS2403,Riau Ecosystem Restoration Carbon Project,Himpanzee Pte Ltd,Garry Walsh,Chief Communications Officer,https://www.himpanzee.com/team,,,direct_website,
VCS2403,Riau Ecosystem Restoration Carbon Project,PT. SINAR MUTIARA NUSANTARA,Rudi Hartono,Director,PDD VCS2403 dated 2025,From PDD 2025; Riau-based operating subsidiary in APRIL/RAPP group,,recent_pdd,
VCS2403,Riau Ecosystem Restoration Carbon Project,PT. THE BEST ONE UNITIMBER,Bambang Prayitno,Director,PDD VCS2403 dated 2025,"From PDD 2025; Pangkalan Kerinci, Riau-based operating subsidiary in APRIL/RAPP group",,recent_pdd,
VCS2403,Riau Ecosystem Restoration Carbon Project,Riau ecosystem restoration,Bradford M. Sanders,Head of Operations,PDD VCS2403 dated 2025 (RER-CP),"From PDD 2025; based at PT RAPP Townsite, Pangkalan Kerinci, Riau",,recent_pdd,
VCS2403,Riau Ecosystem Restoration Carbon Project,Riau ecosystem restoration,Nyoman Iswarayoga,"Head of External Affairs & RER Communications, APRIL Group",https://www.rekoforest.org/programme/who-we-are/,"Previously External Affairs Director of RER, Director of Communication and Advocacy at WWF Indonesia",,direct_website,
VCS2403,Riau Ecosystem Restoration Carbon Project,Riau ecosystem restoration,Paul Hotham,"RER Advisory Board; Senior Conservation Director, Fauna & Flora International",https://www.rekoforest.org/programme/who-we-are/,"Oversees FFI Americas & Caribbean, Asia-Pacific, Eurasia regions plus Wildlife Trade programmes",,direct_website,
VCS2403,Riau Ecosystem Restoration Carbon Project,Riau ecosystem restoration,Jeffrey Arthur Sayer,"RER Advisory Board; Professor of Forest Conservation, University of British Columbia",https://www.rekoforest.org/programme/who-we-are/,Expertise in ecology and natural resource management,,direct_website,
VCS2403,Riau Ecosystem Restoration Carbon Project,Riau ecosystem restoration,Kartini Sjahrir,RER Advisory Board; Indonesian anthropologist,https://www.rekoforest.org/programme/who-we-are/,"PhD and Master's Boston University, undergrad Univ. of Indonesia; former chair of Indonesia Anthropology Association. The Sjahrir surname carries political weight in Indonesia — worth checking family/political ties",,direct_website,
VCS2403,Riau Ecosystem Restoration Carbon Project,Riau ecosystem restoration,Bradford Sanders,Head of Operations (RER) — career-long APRIL group,https://www.rekoforest.org/programme/who-we-are/ + PDD VCS2403 dated 2025,"Career path: Firefighting Coordinator at APRIL (2003); Technical Advisor RSPB (2012-2015); Deputy Head of Conservation RER (2016); now Head of Operations. BSc + MSc Forest Management, Clemson. (Same person as the earlier ""Bradford M. Sanders, Head of Operations"" — this row adds the rekoforest.org website as a secondary source)",,recent_pdd,
VCS2403,Riau Ecosystem Restoration Carbon Project,PT. GEMILANG CIPTA NUSANTARA,(no info found),,XXX,"No company website or canonical source in DATASET_companies.csv. Try Indonesian business registry (companieshouse.id), news searches, or LinkedIn.",,(none),
VCS2403,Riau Ecosystem Restoration Carbon Project,PT. GLOBAL ALAM NUSANTARA,(no info found),,XXX,"No company website or canonical source in DATASET_companies.csv. Try Indonesian business registry (companieshouse.id), news searches, or LinkedIn.",,(none),
"VCS3327, VCS3328",Installation of high efficiency wood burning cookstoves in Indonesia 1,C-Quest Capital Stoves Asia Limited,Ken Newcombe,Director,"PDDs VCS3327, VCS3328 dated 2022 (cookstove projects)",From PDDs 2022; Ken Newcombe is well-known founder of C-Quest Capital,,older_pdd,
"VCS3327, VCS3328",Installation of high efficiency wood burning cookstoves in Indonesia 1,C-Quest Capital Stoves Asia Limited,Ken Newcombe,Founder & former CEO — CHARGED WITH FRAUD (Oct 2024); company in Chapter 7 bankruptcy (Feb 2025),"https://www.bloomberg.com/news/articles/2024-07-03/carbon-developer-reports-former-ceo-to-authorities-over-bad-cookstove-offsets + https://carbon-pulse.com/373845/ + https://verra.org/c-quest-capital-statement/ + PDDs VCS3327, VCS3328 dated 2022","Major Indonesian carbon market scandal: C-Quest Capital reported Newcombe to US authorities in mid-2024 for over-issuance fraud. SEC charges in Oct 2024. Filed Chapter 7 bankruptcy in Delaware on 27 Feb 2025. Verra cancelled 5,004,915 VCUs across 27 CQC cookstove projects. VCS3327 (Indonesia 1) and VCS3328 (Indonesia 2) are part of this universe. ICVCM (March 2025) ruled out most cookstove methodologies from CCP-eligible list. Practical implication: existing credits face quality discount; future issuance effectively blocked",,recent_pdd,
VCS3591,The Mayas Project,PT Mohairson Pawan Khatulistiwa,Wim Ikbal,Director,PDD VCS3591 dated 2022 (The Mayas Project),From PDD 2022,,older_pdd,
VCS3591,The Mayas Project,PT Mohairson Pawan Khatulistiwa,Syamsul Budiman,Direktur Utama (President Director),https://mopakha.id/menyatukan-langkah-jaga-hutan-capai-tujuan-pembangunan-berkelanjutan-sdgs-kabupaten-ketapang/,Listed at 2024-2025 SDG forum in Ketapang as Direktur Utama. PDD 2022 listed Wim Ikbal as Director — possible succession (or PD/Director role split). Confirms forest carbon project leadership,,direct_website,
